,Unnamed: 0,text,category,trans,translate
5603,5603,40 varsha ende keliddu story evaga shanthosha aagta ede,Positive,40 ವರ್ಷಾ ಎಂದೇ ಕೇಳಿದ್ದು ಸ್ಟೋರಿ ಇವಾಗ ಶಂತೋಷ ಆಗ್ತ ಎದೆ,"When I heard the story of 40 years, I was happy.
"
5604,5604,ಚಮಯ್ಯ ಮೇಸ್ಟ್ರು ಅವರ ಆಶೀರ್ವಾದ ಯಾವಾಗಲೂ ಇರುತ್ತೆ ನಿಮ್ಮಲ್ಲಿ ಸ್ವಾಭಿಮಾನ ಇದೆ ಆಗು ನಿಮ್ಮಲ್ಲಿ ಒಂದು ಛಲ ಇದೆ,Positive,ಚಮಯ್ಯ ಮೇಸ್ಟ್ರು ಅವರ ಆಶೀರ್ವಾದ ಯಾವಾಗಲೂ ಇರುತ್ತೆ ನಿಮ್ಮಲ್ಲಿ ಸ್ವಾಭಿಮಾನ ಇದೆ ಆಗು ನಿಮ್ಮಲ್ಲಿ ಒಂದು ಛಲ ಇದೆ,"Chamayya Maestro's blessings are always there, you have self-respect, and you have a whimper.
"
5605,5605,Supper i love my kannada ...,Positive,ಸುಪ್ಪರ್ ಈ ಲವ್ ಮೈ ಕನ್ನಡ ...,"Super Love My Kannada
"
5606,5606,Hindi varjan relis made,Mixed feelings,ಹಿಂದಿ ವರ್ಜನ್ ರಿಲೀಸ್ ಮಾಡೆ,"Hindi version
"
5607,5607,Benki guru ninu,Positive,ಬೆಂಕಿ ಗುರು ನೀನು,"You are the fire.
"
5608,5608,Trend setter! Awesome!,Positive,ಟ್ರೆಂಡ್ ಸೀಟರ್! ಅವೆಸೋಮೆ!,"Trend Seater!
"
5609,5609,ಚಳಿಗಾಲದಲ್ಲಿ ಹೆಂಡ್ತೀನ ಬಿಟ್ಟಂಗಾಗಿದೆ Tik tokers ಸ್ಥಿತಿ Like a  ಹೀಟ್ ಗೆ ಬಂದಿರೋ ನಾಯಿ ತರ,Negative,ಚಳಿಗಾಲದಲ್ಲಿ ಹೆಂಡ್ತೀನ ಬಿಟ್ಟಂಗಾಗಿದೆ ಟಿಕ್ ಟೋಕರ್ಸ್ ಸ್ಥಿತಿ ಲೈಕ್ ಏ ಹೀಟ್ ಗೆ ಬಂದಿರೋ ನಾಯಿ ತರ,"Tik Tok gets wife's cold winter break
"
5610,5610,Very nice togari tippa na story..,not-Kannada,ವೆರಿ ನೀಸ್ ತೊಗರಿ ಟಿಪ್ಪ ನಾ ಸ್ಟೋರಿ..,"The story of Tippa Naa...
"
5611,5611,ರಮಾ ರಮಾ ತುಸು rutha ಜಾರಿಪ,Mixed feelings,ರಮಾ ರಮಾ ತುಸು ರುತ ಜಾರಿಪ,"A little bit of Rama
"
5612,5612,Tick tock Matti pub g arorna dayvittu India border of India...lAC ge kalisikodi,Negative,ಟಿಕ್ ಟಾಕ್ ಮತ್ತಿ ಪಬ್ ಜಿಎ ಆರೋರ್ನ ದಾಯುತ್ತು ಇಂಡಿಯಾ ಬಾರ್ಡರ್ ಅಫ್ ಇಂಡಿಯಾ...ಲ್ಯಾಕ್ ಗೆ ಕಲಿಸಿಕೊಡಿ,"Teach Tik Tok and Pub Ga Arrow to India's Border of India
"
5613,5613,ಅವನು ಚಿರಂಜೀವಿ ಅದಕ್ಕೊಸ್ಕರ ಸಾಯದೆ  ದೇಶವನ್ನು ಸುತ್ತಾಡುತ್ತಾ ಇರ್ತಾರೆ,Positive,ಅವನು ಚಿರಂಜೀವಿ ಅದಕ್ಕೊಸ್ಕರ ಸಾಯದೆ ದೇಶವನ್ನು ಸುತ್ತಾಡುತ್ತಾ ಇರ್ತಾರೆ,"He is roaming around the country without dying for it.
"
5614,5614,@sumit patil but torsalla..,Negative,@ಸುಮಿತ್ ಪಾಟೀಲ್ ಬೂತ್ ತೋರ್ಸಲ್ಲಾ..,"Sumit Patil
"
5615,5615,Bandhu kigiadhe Ganahesruu Hands up,Positive,ಬಂಧು ಕಿಗಿದೆ ಗಣಹೇಶರು ಹಂದ ಅಪ್,"Relatives of Lord Ganesh
"
5616,5616,@Chandra kanth naa siggappu manithan,unknown state,@ಚಂದ್ರ ಕಂತ್ ನಾ ಸಿಗ್ಗಪ್ಪು ಮ್ಯಾನಿಥನ್,"@ chandra kanth na Sigappu Manithon
"
5617,5617,Full roast madiddiya e somberigalige,Positive,ಫುಲ್ ರೋಸ್ಟ್ ಮಡಿದ ಏ ಸೋಂಬೇರಿಗಳಿಗೆ,"Full roast for soaked poha
"
5618,5618,Thumba chennagide agbeku nan maklge,Negative,ತುಂಬ ಚೆನ್ನಾಗಿದೆ ಅಗಬೇಕು ನಾನ್ ಮೇಕಲ್,"It's very nice to be non-macauld
"
5619,5619,ತಪ್ಪು ಏನು ಇಲ್ಲ drive ಮಾಡಿದ್ರೇ. ನಿಮ್ಮ ಬಗ್ಗೆ ಬಹಳ ಹೆಮ್ಮೆ ಇದೆ. ನಮ್ಮ ಬಹಳ ಯುವಕರು ಕೆಲಸ ಮಾಡದೇ ಕುತಿದ್ದಾರೇ. ಅವರಿಗೆ ನೀವು ಒಂದು ಮಾದರಿ.  ಶ್ರೀಮಂತಿಕೆ ಗುಣದಲ್ಲಿ,Positive,ತಪ್ಪು ಏನು ಇಲ್ಲ ಡ್ರೈವ್ ಮಾಡಿದ್ರೇ. ನಿಮ್ಮ ಬಗ್ಗೆ ಬಹಳ ಹೆಮ್ಮೆ ಇದೆ. ನಮ್ಮ ಬಹಳ ಯುವಕರು ಕೆಲಸ ಮಾಡದೇ ಕುತಿದ್ದಾರೇ. ಅವರಿಗೆ ನೀವು ಒಂದು ಮಾದರಿ. ಶ್ರೀಮಂತಿಕೆ ಗುಣದಲ್ಲಿ,"There's nothing wrong with driving. I'm so proud of you.
"
5620,5620,Youtube channel nalli ASN release promos upload madi sir,Positive,ಯುಟ್ಯೂಬ್ ಚಾನಲ್ ನಲ್ಲಿ ಆನ್ಸ್ ರಿಲೀಸ್ ಪ್ರೋಮಸ್ ಅಪ್ಲೋಡ್ ಮಾಡಿ ಸಾರ್,"Upload the On-Release Promos on YouTube Channel
"
5621,5621,Chindi Song guru,Negative,ಚಿಂದಿ ಸಾಂಗ್ ಗುರು,"Guru of chhind song
"
5622,5622,All The Best Gentlemen Team From All DBoss Fans,not-Kannada,ಆಲ ದ ಬೆಸ್ಟ್ ಗೆಂಟ್ಲಿಮನ್ ಟೀಮ್ ಫ್ರಮ್ ಆಲ ಡ್ಯಾಸ್ ಫ್ಯಾನ್ಸ್,"All the Best Gentilman Team from All Dass Fans
"
5623,5623,Love u rakshita shetty,unknown state,ಲವ್ ಊ ರಕ್ಷಿತ ಶೆಟ್ಟಿ,"Love Aaj Kal Shetty
"
5624,5624,ಸೂಪರ್ ಸಾಂಗ್ .,Positive,ಸೂಪರ್ ಸಾಂಗ್ .,"Super song.
"
5625,5625,@sathish m nNin kano gaandu sariyagi matadu darshan fans bari kettadagi matadtare troll madtidare idu ninge gottenoley darshan na bitre yargu support madolla antha rumors spread madidare adke nangu ange anusthu helde,Negative,@ಸತಿಶ್ ಎಮ್ ನ್ನೀನ್ ಕ್ಯಾನೋ ಗಂಡು ಸರಿಯಾಗಿ ಮಾತಾಡು ದರ್ಶನ್ ಫ್ಯಾನ್ಸ್ ಬರಿ ಕೆಟ್ಟದಾಗಿ ಮತದ್ತಾರೆ ಟ್ರೋಲ್ ಮಾಡ್ಟಿದರೆ ಇದು ನಿಂಗೆ ಗೊಯ್ಟಿನಾಲಿ ದರ್ಶನ್ ನಾ ಬಿಟರ್ ಯಾರ್ಗು ಸುಪ್ಪೋರ್ಟ್ ಮಾಡೊಲ್ಲ ಅಂಥ ರೋಮೋರ್ಸ್ ಸ್ಪ್ರೆಡ್ ಮಾಡಿದರೆ ಅಡ್ಕೆ ನಂಗು ಆಂಗೆ ಅನುಷು ಹೇಳ್ದೆ,"""@ sathish _ mnen: canoe man speaking right, darshann fans just trolling you bad, it doesn't support you gotinally, darshann na beater,"" ""he said""
"
5626,5626,@Nandi Parthasarathi 🤣🤣Joi D boos,Negative,@ನಂದಿ ಪರ್ಥಸರಾತಿ 🤣🤣ಜೋಯಿ ಡ್ ಬೋಸ್,"@ nandi parthasarathi Joe DBose
"
5627,5627,Patrada parichaya iroru...e bandukigide Hale hesaru....is he mentioning ULIDAVARU KANDNTE????,Mixed feelings,ಪಾತ್ರದ ಪರಿಚಯ ಇರೋರು...ಏ ಬಂದೂಕಿಗಿದೆ ಹಳೆ ಹೆಸರು....ಐಎಸ್ ಹೇ ಮೆಂಟಿನಿಯನ್ ಉಳಿದವರು ಕಂಡಂತೆ????,"What is the old name of a gun, like the rest of the ISIS and the Mentinian??
"
5628,5628,Rakshit Shetty 🤩,Positive,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ 🤩,"Rakshit Shetty
"
5629,5629,@punter 18 NJ,Mixed feelings,@ಪಂಟರ್ 18 ನಾಜ್,"@ Punter 18 Naz
"
5630,5630,Nanu film nodade ne edict aagiddene,Positive,ನಾನು ಫಿಲ್ಮ್ ನೋಡದೆ ನೇ ಎಡಿಕ್ಟ್ ಆಗಿದ್ದೇನೆ,"I havent seen the movie.
"
5631,5631,Nija ashwattama chiranjivi Krishna kottiro shapa,Positive,ನಿಜ ಅಶ್ವತ್ತಮ ಚಿರಂಜಿವಿ ಕೃಷ್ಣಾ ಕೊಟ್ಟಿರೋ ಶಾಪ,"The curse given by the true Ashwathama Chiranjeevi Krishna
"
5632,5632,Slow poisoning song,unknown state,ಸ್ಲೋ ಪೈಸನ್ಸ್ ಸಾಂಗ್,"Slow Pants Song
"
5633,5633,YouTube subscriber at list 5lack kooda Ella yelli reach agutte T series nalli bittidre 10m agirodu avraddu tappu,Negative,ಯುಟ್ಯೂಬ್ ಸಬ್ಚ್ರಿಬರ್ಬರ್ ಆಟ್ ಲಿಸ್ಟ್ 5ಲ್ಯಾಕ್ ಕೂಡ ಎಲ್ಲಾ ಎಲ್ಲಿ ರಿಚಾಚ್ ಆಗುತ್ತೆ ತ್ ಸೀರೀಸ್ ನಲ್ಲಿ ಬಿಟ್ಟಿದ್ರೆ 10ಎಮ್ ಆಗಿರೋದು ಅವರದ್ದು ತಪ್ಪು,"If you leave the YouTube subscriber at 5lac, it is wrong to say 10m is the same as 10m
"
5634,5634,Yes agreed first time keldaga 🤦‍🤦‍🤦‍ ansituu but 4-5 keldaga agoitu,Mixed feelings,ಯಸ್ ಆಗ್ರೀಡ್ ಫಸ್ಟ್ ಟೈಮ್ ಕೆಳದ 🤦\u200d🤦\u200d🤦\u200d ಅನ್ಸಿತ್ತು ಬೂತ್ 4-5 ಕೆಳದ ಆಗಿತು,"Yes Agrid was at the bottom of the first-time booth 4-5
"
5635,5635,Actually idu chenagirodu,Mixed feelings,ಅಕ್ಟೂಲ್ ಇದು ಚೆನಾಗಿರೊದು,"This is a beautiful place in October
"
5636,5636,Kannada super song,not-Kannada,ಕನ್ನಡ ಸೂಪರ್ ಸಾಂಗ್,"Superb song
"
5637,5637,ನಮ್ಮ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಯಾಕೆ ನಮ್ಮ ಕಲಾವಿದರನ್ನ ಕೈ ಬಿಡ್ತಿರಾ..,Negative,ನಮ್ಮ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಯಾಕೆ ನಮ್ಮ ಕಲಾವಿದರನ್ನ ಕೈ ಬಿಡ್ತಿರಾ..,"Why has the Kannada film industry given up on our artistes?
"
5638,5638,ಹೌದು ಇದು ಸಾಕ್ಷಾತ್ ಕೃಷ್ಣ ಕೋಟ ಶಾಪದ ಪರಿಣಾಮ,Mixed feelings,ಹೌದು ಇದು ಸಾಕ್ಷಾತ್ ಕೃಷ್ಣ ಕೋಟ ಶಾಪದ ಪರಿಣಾಮ,"Yes, it is the direct result of the curse of the Krishna Fort
"
5639,5639,ಕನ್ನಡದಲ್ಲೆ ಹೆಚ್ಚಾಗಿ ಮಾತನಾಡಿದ್ದಕ್ಕೆ ಧನ್ಯವಾದಗಳು...nAll the best sr,Positive,ಕನ್ನಡದಲ್ಲೆ ಹೆಚ್ಚಾಗಿ ಮಾತನಾಡಿದ್ದಕ್ಕೆ ಧನ್ಯವಾದಗಳು...ನಲ್ ದ ಬೆಸ್ಟ್ ಎರರ್,"Thank you for speaking so much in Kannada.
"
5640,5640,Most liked kannada movie songsn1,Positive,ಮೋಸ್ಟ್ ವಿಕೆಡ್ ಕನ್ನಡ ಮೂವಿ ಸಾಂಗ್ಸನ್1,"Most Wicked Kannada Movie Song 1
"
5641,5641,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ  All the best....,Positive,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಆಲ ದ ಬೆಸ್ಟ್....,"All the best to all the D Boss fans.
"
5642,5642,Super agi mathadthiya bro,Positive,ಸೂಪರ್ ಆಗಿ ಮತದ್ತಿಯ ಬ್ರೋ,"The super voter
"
5643,5643,Hands up !!!,unknown state,ಹಂದ ಅಪ್ !!!,"Hang on!!!
"
5644,5644,Kannadadalli ee Tara cinematography iro movies innu barli,Positive,ಕನ್ನಡದಲ್ಲಿ ಈ ತಾರಾ ಸಿನಿಮಟೋಗ್ರಾಫಿ ಇರೋ ಮೂವೀಸ್ ಇನ್ನು ಬಾರ್ಲಿ,"These are some of the most iconic Kannada movies
"
5645,5645,ನೀ ಬೆಳಿಬೇಕು ರಸ್ಮಿಕ ನಿನ್ನ ನೋಡಿ ಉರ್ಕೋಬೇಕು,Negative,ನೀ ಬೆಳಿಬೇಕು ರಸ್ಮಿಕ ನಿನ್ನ ನೋಡಿ ಉರ್ಕೋಬೇಕು,"You have to get up in the morning, Rushmik, look at you.
"
5646,5646,Wt Abt devarkonda,unknown state,ವಿಟ್ ಬ್ಯಾಟ್ ದೇವರಕೊಂಡ,"Wit Bat Devarakonda
"
5647,5647,ಆವಾಗಾವಾಗ ಈ ಹಾಡು ಕೇಳಲಿಲ್ಲ ಅಂದ್ರೆ ಏನೋ ಮಿಸ್ ಮಾಡಿದಾಹಾಗೆ ಆಗುತ್ತೆnSlow poison,Positive,ಆವಾಗಾವಾಗ ಈ ಹಾಡು ಕೇಳಲಿಲ್ಲ ಅಂದ್ರೆ ಏನೋ ಮಿಸ್ ಮಾಡಿದಾಹಾಗೆ ಆಗುತ್ತೆನ್ಯೋಎೋ ಪಾಯಿಸನ್,"When I didn't hear the song, I felt like I missed something.
"
5648,5648,Hands up,unknown state,ಹಂದ ಅಪ್,"Hush up
"
5649,5649,Super guru nin voice,Positive,ಸೂಪರ್ ಗುರು ನೀನ್ ವೈಸ್,"Super guru Nin Vice
"
5650,5650,Amar prasaad sir nam deshadalli chaina kinta  talehidukaru jassti edare gotta nam desha en kammi ella eslamikarana maadodaralli chaina kinta kammi ella nam deshadalli jana nammanna aa devastanakke sersilla ee devastanakke serlilla annoru chaina kinta kammi ella 100 ralli 35 % marks tagondru avrige meesalatiyalli kelsa tagolloru en chaina kinta kammi ella.nodona  chainadalli estodu savalattu torsi nodona.,Negative,ಅಮರ್ ಪ್ರಸಾದ್ ಸಾರ್ ನಾಮ್ ದೇಶದಲ್ಲಿ ಚೈನಾ ಕಿಂತ ತಲೆಹಿಡುಕರು ಜಾಸ್ಸಿತಿ ಎದರೆ ಗೊತ್ತಾ ನಾಮ್ ದೇಶ ಏನ್ ಕಮ್ಮಿ ಎಲ್ಲಾ ಎಸ್ಲಮೀಕರಣ ಮಾಡೋದರಲ್ಲಿ ಚೈನಾ ಕಿಂತ ಕಮ್ಮಿ ಎಲ್ಲಾ ನಾಮ್ ದೇಶದಲ್ಲಿ ಜನ ನಮ್ಮನ್ನ ಆ ದೇವಸ್ಥಾನಕ್ಕೆ ಸೇರಿಸಿಲ್ಲ ಈ ದೇವಸ್ಥಾನಕ್ಕೆ ಸೇರಲಿಲ್ಲ ಅನ್ನೋರು ಚೈನಾ ಕಿಂತ ಕಮ್ಮಿ ಎಲ್ಲಾ 100 ರಲ್ಲಿ 35 % ಮಾರ್ಕ್ಸ್ ತಗೋಂದ್ರು ಅವರಿಗೆ ಮೀಸಲಾತಿಯಲ್ಲಿ ಕೆಲ್ಸಾ ತಗ್ಲೋಲೂರು ಏನ್ ಚೈನಾ ಕಿಂತ ಕಮ್ಮಿ ಎಲ್ಲಾ.ನೋಡೋನ ಚೈನಾದಲ್ಲಿ ಎಸೆದು ಸವಲತ್ತು ತೋರ್ಸಿ ನೋಡೋನ.,"Amar Prasad Sar Nam is a Chinese headman in the country.
"
5651,5651,Super song bro,not-Kannada,ಸೂಪರ್ ಸಾಂಗ್ ಬ್ರೋ,"Superb song
"
5652,5652,Super I like it,unknown state,ಸೂಪರ್ ಈ ಲೈಕ್ ಐಟಿ,"Super IT
"
5653,5653,Yes  super bro,not-Kannada,ಯಸ್ ಸೂಪರ್ ಬ್ರೋ,"Yes Super Bro
"
5654,5654,Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi,Positive,ಕೇಳಿ ಕಾದಿರುವ ಬಂಧವರೆಂಬುವಿವಲ್ಲಿ ಅವನ ಅರಿತವರೆನ್ಯರಿಲ್ಲ ಬೀದಿ,"There was no one on the street who knew him as a waiting prisoner
"
5655,5655,ನಿನ್ನ ಪಿಂಡ...,Negative,ನಿನ್ನ ಪಿಂಡ...,"Your own body, O may you yourself hear from the heavens...
"
5656,5656,ನಿಜ ನನ್ಗು ಹಾಗೆ ಆಯ್ತು ಮರ್ರೆ,Mixed feelings,ನಿಜ ನನ್ಗು ಹಾಗೆ ಆಯ್ತು ಮರ್ರೆ,"I really like it
"
5657,5657,@Nandi Parthasarathi ille gotta aagta ide ninu yestu urkondu sattidiya anta yenro nimma same balegarna type nayi padu 🤣🤣🤣,Negative,@ನಂದಿ ಪರ್ಥಸರಾತಿ ಇಲ್ಲೆ ಗೊತ್ತಾ ಆಗ್ತ ಇದೇ ನೀನು ಎಷ್ಟು ಊರಿಕೊಂಡು ಷಟ್ಟಿಡಿಯ ಅಂತ ಏನ್ರೋ ನಿಮ್ಮ ಸಾಮೆ ಬಲೇಗಾರ್ಣ ಟೈಪ್ ನಾಯಿ ಪಡು 🤣🤣🤣,"""@ nandi _ parthasarathi"" """" """"
"
5658,5658,Pmt andre yavdu?,unknown state,ಪ್ಮ್ಟ್ ಆಂಡ್ರೆ ಯಾವ್ದು?,"What is a phad?
"
5659,5659,Sir nimmana nodtidre ashwth sirna nodadhaste kushi aaguthe Sir,Positive,ಸಾರ್ ನಿಮ್ಮನ ನೋಡ್ಟಿದ್ರೆ ಅಶ್ವ ಸಿರ್ಣ ನೋಡದಂತೆ ಕುಶಿ ಆಗುತ್ತೆ ಸಾರ್,"Sir, if you see me, I will not be able to see you
"
5660,5660,6 6 6 6 6 6  super 30,unknown state,6 6 6 6 6 6 ಸೂಪರ್ 30,"6 6 6 6 6 6 6 Super 30
"
5661,5661,ಈ ರೀತಿ ಬೇಧ ಭಾವ ಬೇಡ ಇಡೀ ರಾಜ್ಯದಲ್ಲಿ ಅವರನ್ನು ಇಷ್ಟ ಪಡುವ ಅಭಿಮಾನಿಗಳು ಇದ್ದಾರೆ.,Negative,ಈ ರೀತಿ ಬೇಧ ಭಾವ ಬೇಡ ಇಡೀ ರಾಜ್ಯದಲ್ಲಿ ಅವರನ್ನು ಇಷ್ಟ ಪಡುವ ಅಭಿಮಾನಿಗಳು ಇದ್ದಾರೆ.,"There are many fans across the country who like him.
"
5662,5662,ಗೊತ್ತಿಲ್ಲ ರಕ್ಷಿತ್ ಶೆಟ್ರು ನಟನೆಗೆ ನಾನು ಫಿದಾ .. ಬಾಸ್ waiting for ಮೂವಿ.... ಚರಿತ್ರೆ ಬರೆಯೋ ಎಲ್ಲ ಲಕ್ಷಣ ಇದೆ.. All The best your bright ಫ್ಯೂಚರ್,Positive,ಗೊತ್ತಿಲ್ಲ ರಕ್ಷಿತ್ ಶೆಟ್ರು ನಟನೆಗೆ ನಾನು ಫಿದಾ .. ಬಾಸ್ ವೈಟಿಂಗ್ ಫೋರ್ ಮೂವಿ.... ಚರಿತ್ರೆ ಬರೆಯೋ ಎಲ್ಲ ಲಕ್ಷಣ ಇದೆ.. ಆಲ ದ ಬೆಸ್ಟ್ ಯುವರ್ ಬ್ರೈಟ್ ಫ್ಯೂಚರ್,"I don't know Rakshit Shettys acting... Boss waiting for movies... history writing... all the best... your bright future.
"
5663,5663,yestu bejar Ali edhe nange nagu tadiyoke agtha Ella vidoe nodi,Negative,ಎಷ್ಟು ಬಜ್ಜರ್ ಆಲಿ ಎದೆ ನಂಗೆ ನಗು ತದಿಯೋಕೆ ಆಗ್ತ ಎಲ್ಲಾ ವಿಡ್ ನೋಡಿ,"See how much Bajjar Ali's chest makes me smile
"
5664,5664,ನಾನು‌ ಕೂಡ ಮೊಬೈಲ್‌ನಲಿ‌ ನೊಡಿದ್ದೆನೆ ಎಂಬ ಪ್ರಜ್ನೆ ಕಾಡತಾ ಇದೆ...ನಿರ್ಮಾಪಕರ ಖಾತೆ‌ ನಂ. ಹಾಕಿ‌ ದುಡ್ಡು ಹಾಕುವ.,Negative,ನಾನು\u200c ಕೂಡ ಮೊಬೈಲ್\u200cನಲಿ\u200c ನೊಡಿದ್ದೆನೆ ಎಂಬ ಪ್ರಜ್ನೆ ಕಾಡತಾ ಇದೆ...ನಿರ್ಮಾಪಕರ ಖಾತೆ\u200c ನಂ. ಹಾಕಿ\u200c ದುಡ್ಡು ಹಾಕುವ.,"I am also aware that I have registered my mobile phone\ u200cnl\ u200c... please enter the producers account number\ u200c.
"
5665,5665,super ತೊಗರಿ ತಿಪ್ಪ,Positive,ಸೂಪರ್ ತೊಗರಿ ತಿಪ್ಪ,"Super spark
"
5666,5666,Anna nin super yelargu saryag ugdidya avrgela bartha edid bikshe kaasu miss aythu antha support madtha edru aste,Negative,ಅನ್ನಾ ನೀನ್ ಸೂಪರ್ ಏಳರ್ಗು ಸರ್ಯಾಗ್ ಉಗ್ದಿದ್ಯ ಅವರ್ಗೇಲ ಬರ್ತಾ ಎಸಿಡ್ ಬಿಕ್ಷೆ ಕಸು ಮಿಸ್ ಆಯ್ತು ಅಂಥ ಸುಪ್ಪೋರ್ಟ್ ಮಾಡ್ತಾ ಎದರು ಆಸ್ಥೆ,"Anna Nin Super Eagle Saraig Uggaidi Avergel was the only one who missed the acid cockroach
"
5667,5667,signature step ishta adare ootu ondu like nsong super ansiddre bidu eradu comment.. nninu kannadiga adare,Positive,ಸಿಗ್ನೇಚರ್ ಸ್ಟೇಪ್ ಇಷ್ಟ ಆದರೆ ಓಟು ಒಂದು ಲೈಕ್ ನುಎಂಗ್ ಸೂಪರ್ ಅಂಸಿದ್ದರೆ ಬೀಡು ಎರಡು ಕಾಮೆಂಟ್.. ನೀನು ಕನ್ನಡಿಗ ಆದರೆ,"I like the signature step, but if you think that the tail is a Liked Nwing Super, then you have two comments.
"
5668,5668,ಯಲ್ಲ ಭಾಷೆಲು  ನೋಡಿದೆ ಫುಲ್ ಬೆಂಕಿ ಪಾ,Positive,ಯಲ್ಲ ಭಾಷೆಲು ನೋಡಿದೆ ಫುಲ್ ಬೆಂಕಿ ಪಾ,"See full fire
"
5669,5669,simple star fans adoru like madi,unknown state,ಸಿಂಪಲ್ ಸ್ಟಾರ್ ಫ್ಯಾನ್ಸ್ ಅದೂರು ಲೈಕ್ ಮಾಡಿ,"Simple Star Fans
"
5670,5670,Brother Bindu Gowda du tik tok ban hagirodhru bagge matadidhalala adur bagge video Madi n( Love you u r channel ),Positive,ಬ್ರದರ್ ಬಿಂದು ಗೌಡ ಡೂ ಟಿಕ್ ಟೋಕ್ ಬ್ಯಾನ್ ಹಾಗಿರೋದ್ರು ಬಗ್ಗೆ ಮಾತಾಡಿಧಳಲ ಅದೂರ್ ಬಗ್ಗೆ ವೀಡಿಯೋ ಮಾಡಿ ನ್( ಲವ್ ಯುಎ ಊ ರ್ ಚಾನಲ್ ),"Brother Bindu Gowda speaks about TikTok ban
"
5671,5671,Wow boss sariyagi helidhira but use madorige sariyagi heli next video,Mixed feelings,ವು ಬಾಸ್ ಸರಿಯಾಗಿ ಹೇಳಿಧಿರ ಬೂತ್ ಯೂಸ್ ಮಾದರಿಗೆ ಸರಿಯಾಗಿ ಹೇಳಿ ನೆಕ್ಸ್ಟ್ ವೀಡಿಯೋ,"Next Video: Who Said The Boss Is Right, Say The Booth Use Model
"
5672,5672,ಸೂಪರ್ ಅಣ್ಣ,Positive,ಸೂಪರ್ ಅಣ್ಣ,"Super brother
"
5673,5673,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಹಾಲು... ಸ್ಮೆಲ್ ಬರ್ತಾ ಇದೇ,Mixed feelings,@ನಂದಿ ಪರ್ಥಸರಾತಿ ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಹಾಲು... ಸ್ಮೆಲ್ ಬರ್ತಾ ಇದೇ,"Nandini Nandini Nin milk @ nandi parthasarathi
"
5674,5674,1999 ರಲ್ಲಿ ನಡೆದ ಘಟನೆಯನ್ನು ಕೇಳಿ ತಿಳಿದು ನೋಡಿ ಅವಗ ನೀಮಗೆ ತಿಳಿಯುತ್ತದೆ ನಮ್ಮ ದೇಶದ ಅಭಿಮಾನ ಆವಾಗ ನೀವು TikTOK  ನ್ನು ಅವಾಗಲೆ ತೆಗೆದು ಹಾಕೂತಿರಿ ಇದು ನನ್ನ ಬಾಲ್ಯದ ನೆನಪು,Positive,1999 ರಲ್ಲಿ ನಡೆದ ಘಟನೆಯನ್ನು ಕೇಳಿ ತಿಳಿದು ನೋಡಿ ಅವಗ ನೀಮಗೆ ತಿಳಿಯುತ್ತದೆ ನಮ್ಮ ದೇಶದ ಅಭಿಮಾನ ಆವಾಗ ನೀವು ಟಿಕ್ಟಾಕ್ ನ್ನು ಅವಾಗಲೆ ತೆಗೆದು ಹಾಕೂತಿರಿ ಇದು ನನ್ನ ಬಾಲ್ಯದ ನೆನಪು,"When you hear about what happened in 1999, you know that when you were proud of our country, you used to remove TikTok right away, this is my childhood memory.
"
5675,5675,ಅವರ ಇಚ್ಛೆಯಂತೆ 300 ಕೋಟಿಗೂ ಮೀರಿ ಕಲೆಕ್ಷನ್ ಮಾಡಲಿ,Positive,ಅವರ ಇಚ್ಛೆಯಂತೆ 300 ಕೋಟಿಗೂ ಮೀರಿ ಕಲೆಕ್ಷನ್ ಮಾಡಲಿ,"They want to collect more than Rs 300 crore.
"
5676,5676,Nenne bigboss nalli chandan same step maadudru..,Positive,ನೆನ್ನೆ ಬಿಗ್ಬಾಸ್ ನಲ್ಲಿ ಚಂದನ್ ಸಾಮೆ ಸ್ಟೇಪ್ ಮಾಡುದ್ರು..,"Chandan Samay on Bigg Boss.
"
5677,5677,Super bro tik tok tik tok antha sayo bekuf nanmaklge sariyagi samadana helidira bro,Negative,ಸೂಪರ್ ಬ್ರೋ ಟಿಕ್ ಟೋಕ್ ಟಿಕ್ ಟೋಕ್ ಅಂಥ ಸಾಯೋ ಬೆಕೋಫ್ ನನ್ಮಕ್ಲೆ ಸರಿಯಾಗಿ ಸಮಾದಾನ ಹೇಳಿದರು ಬ್ರೋ,"Super Bro Tik Tok like Saio Bekoff Nonmmmkle replied correctly.
"
5678,5678,Super bro nim vioce ale ede desha Prema full enjoy video super,Positive,ಸೂಪರ್ ಬ್ರೋ ನಿಮ್ ವೈಸ್ ಅಲೆ ಎದೆ ದೇಶ ಪ್ರೇಮ ಫುಲ್ ಏಂಜಾಯ್ ವೀಡಿಯೋ ಸೂಪರ್,"Super Bro Nim Vice Wave Chest Patriotic Fun Video Super
"
